เลขมาตรา,เนื้อหา / สาระสำคัญ
มาตรา 1606 ผู้ไม่สมควรรับมรดก ได้แก่,"(1) ผู้ถูกพิพากษาถึงที่สุดว่าพยายามหรือเจตนาทำให้เจ้ามรดกหรือทายาทที่มีสิทธิถึงแก่ความตายโดยมิชอบ
(2) ผู้ฟ้องเจ้ามรดกในคดีโทษประหารแล้วถูกพิพากษาถึงที่สุดว่าฟ้องเท็จหรือทำพยานเท็จ
(3) ผู้รู้ว่าเจ้ามรดกถูกฆ่าโดยเจตนาแต่ไม่ร้องเรียน ยกเว้นผู้ที่ยังไม่อายุ 16 ปี หรือวิกลจริต หรือผู้กระทำผิดเป็นคู่สมรส บุพการี หรือผู้สืบสันดานโดยตรง
(4) ผู้ฉ้อฉลหรือข่มขู่ให้เจ้ามรดกทำ เพิกถอน หรือเปลี่ยนแปลงพินัยกรรม
(5) ผู้ปลอม ทำลาย หรือปิดบังพินัยกรรม
เจ้ามรดกอาจถอนข้อกำจัดได้โดยให้อภัยไว้เป็นลายลักษณ์อักษร"
มาตรา 1607,การถูกกำจัดมรดกเป็นการเฉพาะตัว ผู้สืบสันดานของผู้ถูกกำจัดยังสืบมรดกต่อได้เสมือนทายาทนั้นตายไป แต่ผู้ถูกกำจัดไม่มีสิทธิใช้หรือจัดการทรัพย์สินที่ผู้สืบสันดานได้รับ ให้ใช้มาตรา 1548 โดยอนุโลม
มาตรา 1608 มิให้รับมรดก,"เจ้ามรดกอาจตัดทายาทโดยธรรมไม่ให้รับมรดกได้ โดยแสดงเจตนาอย่างชัดแจ้ง
(1) โดยพินัยกรรม
(2) โดยทำหนังสือมอบไว้แก่พนักงานเจ้าหน้าที่
ต้องระบุชื่อทายาทที่ถูกตัดให้ชัดเจน และหากพินัยกรรมได้จำหน่ายทรัพย์มรดกทั้งหมดแล้ว ให้ถือว่าทายาทโดยธรรมที่ไม่ได้รับประโยชน์จากพินัยกรรมถูกตัดมิให้รับมรดก"
มาตรา 1609,การตัดมิให้รับมรดกสามารถถอนคืนได้ หากทำโดยพินัยกรรม ต้องถอนด้วยพินัยกรรม แต่หากทำเป็นหนังสือมอบต่อเจ้าหน้าที่ สามารถถอนด้วยวิธีตามมาตรา 1608 (1) หรือ (2) ก็ได้
มาตรา 1612 การสละมรดก,การสละมรดก ต้องทำเป็นหนังสือมอบต่อพนักงานเจ้าหน้าที่ หรือทำเป็นสัญญาประนีประนอมยอมความ
มาตรา 1613,การสละมรดก ทำเพียงบางส่วน มีเงื่อนไข หรือเงื่อนเวลาไม่ได้ และเพิกถอนไม่ได้
มาตรา 1615,การสละมรดกมีผลย้อนหลังถึงเวลาที่เจ้ามรดกตาย หากทายาทโดยธรรมสละมรดก ผู้สืบสันดานสืบมรดกแทนได้ แต่ต้องไม่ใช่กรณีที่บิดามารดา ผู้ปกครอง หรือผู้อนุบาลสละแทนโดยสมบูรณ์
มาตรา 1616,หากผู้สืบสันดานได้รับมรดกแทน ผู้สละมรดกไม่มีสิทธิในทรัพย์ที่ผู้สืบสันดานได้รับ และไม่อาจจัดการหรือใช้ทรัพย์นั้น ให้ใช้มาตรา 1548 โดยอนุโลม
มาตรา 1617,ผู้รับพินัยกรรมที่สละมรดก รวมตลอดทั้งผู้สืบสันดานไม่มีสิทธิจะรับมรดก
มาตรา 1618,หากทายาทโดยธรรมที่สละมรดกไม่มีผู้สืบสันดาน หรือผู้รับพินัยกรรมสละมรดก ส่วนแบ่งตกแก่ทายาทอื่นของเจ้ามรดก
มาตรา 1619,บุคคลไม่อาจสละหรือโอนสิทธิที่จะได้รับมรดกในอนาคตจากผู้ที่ยังมีชีวิตอยู่
มาตรา 1620,หากผู้ตายไม่ได้ทำพินัยกรรม หรือทำไว้แต่ไม่มีผลบังคับ มรดกตกแก่ทายาทโดยธรรมทั้งหมด
มาตรา 1621,เว้นแต่พินัยกรรมกำหนดไว้เป็นอย่างอื่น ทายาทโดยธรรมที่ได้รับทรัพย์ตามพินัยกรรม ยังมีสิทธิเรียกส่วนโดยธรรมจากทรัพย์ที่เหลือจนเต็มสิทธิของตน
มาตรา 1622,พระภิกษุไม่มีสิทธิรับมรดกเป็นทายาทโดยธรรม เว้นแต่สึกออกมาและเรียกร้องภายในอายุความตามมาตรา 1754 แต่พระภิกษุอาจเป็นผู้รับพินัยกรรมได้
มาตรา 1623,ทรัพย์ที่พระภิกษุได้มาระหว่างอยู่ในสมณเพศ เมื่อตายตกเป็นสมบัติวัดที่เป็นภูมิลำเนา เว้นแต่จำหน่ายไปแล้วหรือทำพินัยกรรมไว้
มาตรา 1624,ทรัพย์ที่เป็นของบุคคลก่อนบวชเป็นพระภิกษุ ไม่ตกเป็นสมบัติวัด แต่เป็นมรดกแก่ทายาทโดยธรรม หรือเจ้าของจะจำหน่ายตามกฎหมายก็ได้
มาตรา 1625,"หากผู้ตายมีคู่สมรส
(1) การแบ่งทรัพย์สินระหว่างคู่สมรส ให้เป็นไปตามบทว่าด้วยการหย่าโดยความยินยอมและมาตรา 1533-1535 โดยถือว่าส่วนแบ่งมีผลตั้งแต่วันที่การสมรสสิ้นเพราะความตาย
(2) ส่วนแบ่งในทรัพย์มรดกของผู้ตาย ให้เป็นไปตามบทบัญญัติแห่งบรรพมรดก (ยกเว้นมาตรา 1637 และ 1638)"
มาตรา 1627,บุตรนอกกฎหมายที่บิดารับรองแล้ว และบุตรบุญธรรม ให้ถือเป็นผู้สืบสันดานเช่นเดียวกับบุตรชอบด้วยกฎหมาย ตามความหมายแห่งประมวลกฎหมายนี้
มาตรา 1629 ทายาทโดยธรรมมี 6 ลำดับ คือ,"(1) ผู้สืบสันดาน
(2) บิดามารดา
(3) พี่น้องร่วมบิดามารดา
(4) พี่น้องร่วมบิดาหรือร่วมมารดา
(5) ปู่ ย่า ตา ยาย
(6) ลุง ป้า น้า อา
คู่สมรสที่ยังมีชีวิตอยู่ก็เป็นทายาทโดยธรรม ตามมาตรา 1635"
มาตรา 1630,หากยังมีทายาทในลำดับหนึ่ง ๆ อยู่ หรือมีผู้รับมรดกแทนที่ ทายาทในลำดับถัดไปไม่มีสิทธิรับมรดก เว้นแต่กรณีที่ยังมีผู้สืบสันดานและบิดามารดามีชีวิตอยู่ ให้บิดามารดาได้ส่วนแบ่งเสมือนทายาทชั้นบุตร
มาตรา 1631,ในผู้สืบสันดานต่างชั้น บุตรของเจ้ามรดกในชั้นสนิทที่สุดเท่านั้นมีสิทธิรับมรดก ผู้สืบสันดานชั้นถัดลงไปมีสิทธิได้ก็โดยการรับมรดกแทนที่
มาตรา 1633,ทายาทโดยธรรมที่อยู่ในลำดับเดียวกันมีสิทธิได้รับมรดกเท่ากัน หากมีเพียงคนเดียวในลำดับนั้น ผู้นั้นมีสิทธิได้รับทั้งหมด
มาตรา 1634,"การรับมรดกแทนที่ในสายหนึ่ง ๆ ให้แบ่งดังนี้
(1) หากมีผู้สืบสันดานต่างชั้น บุตรของผู้ตายในชั้นสนิทที่สุดเท่านั้นรับมรดก ผู้สืบสันดานชั้นถัดไปมีสิทธิได้โดยการแทนที่
(2) ผู้สืบสันดานในชั้นเดียวกันได้รับเท่ากัน
(3) หากมีผู้สืบสันดานเพียงคนเดียวในชั้นนั้น ผู้นั้นมีสิทธิได้รับทั้งหมด"
มาตรา 1635,"ส่วนแบ่งมรดกของคู่สมรสที่ยังมีชีวิตอยู่เป็นดังนี้
(1) ถ้ามีทายาทลำดับที่ 1 (ผู้สืบสันดาน) คู่สมรสมีสิทธิได้ส่วนแบ่งเสมือนเป็นทายาทชั้นบุตร
(2) ถ้ามีทายาทลำดับที่ 3 (พี่น้องร่วมบิดามารดา) หรือทายาทลำดับที่ 2 (บิดามารดา) คู่สมรสมีสิทธิได้ครึ่งหนึ่ง
(3) ถ้ามีทายาทลำดับที่ 4 (พี่น้องร่วมบิดาหรือมารดา) หรือ (6) (ลุง ป้า น้า อา) หรือ (5) (ปู่ ย่า ตา ยาย) คู่สมรสมีสิทธิได้สองส่วนในสาม
(4) ถ้าไม่มีทายาทตามมาตรา 1629 คู่สมรสมีสิทธิได้รับทั้งหมด"
มาตรา 1639,หากทายาทตามมาตรา 1629 (1) (3) (4) หรือ (6) ตายหรือถูกกำจัดก่อนเจ้ามรดก หากมีผู้สืบสันดาน ให้ผู้สืบสันดานรับแทน และหากผู้สืบสันดานตายหรือถูกกำจัดอีก ให้ผู้สืบสันดานของเขารับแทนต่อไปได้เฉพาะส่วนของแต่ละราย จนหมดสาย
มาตรา 1641,หากทายาทตามมาตรา 1629 (2) หรือ (5) ตายหรือถูกกำจัดก่อนเจ้ามรดก ถ้ายังมีทายาทในลำดับเดียวกันอยู่ ให้ได้ส่วนแบ่งทั้งหมด และไม่ให้มีการรับแทนที่
มาตรา 1642,การรับมรดกแทนที่ใช้ได้เฉพาะระหว่างทายาทโดยธรรม
มาตรา 1643,สิทธิรับแทนที่มีได้เฉพาะผู้สืบสันดานโดยตรง ผู้บุพการีไม่มีสิทธิ
มาตรา 1644,ผู้สืบสันดานจะรับแทนที่ได้ ต้องมีสิทธิสมบูรณ์ในการรับมรดก
มาตรา 1645,การสละมรดกของบุคคลหนึ่ง ไม่ทำให้สิทธิของผู้สละในการรับแทนที่บุคคลนั้นในการสืบมรดกบุคคลอื่นสิ้นไป
มาตรา 1646,บุคคลอาจทำพินัยกรรมเพื่อกำหนดการเผื่อตาย เกี่ยวกับทรัพย์สินของตน หรือการใด ๆ ที่จะให้มีผลตามกฎหมายเมื่อถึงแก่ความตายก็ได้
มาตรา 1649,"ผู้จัดการมรดกที่ผู้ตายตั้งไว้มีอำนาจและหน้าที่จัดการทำศพ เว้นแต่ผู้ตายได้ตั้งบุคคลอื่นไว้โดยเฉพาะ
ถ้าไม่ได้ตั้งผู้จัดการมรดกหรือผู้จัดการทำศพ และทายาทไม่ได้มอบหมาย บุคคลที่ได้รับมรดกมากที่สุดไม่ว่าทางพินัยกรรมหรือโดยธรรม ต้องเป็นผู้จัดการทำศพ เว้นแต่ศาลจะตั้งบุคคลอื่นตามคำร้องของผู้มีส่วนได้เสีย"
มาตรา 1653,"ผู้เขียนหรือพยานในพินัยกรรม ไม่อาจเป็นผู้รับทรัพย์ตามพินัยกรรมนั้นได้
ข้อห้ามนี้ใช้บังคับถึงคู่สมรสของผู้เขียนหรือพยานด้วย
พนักงานเจ้าหน้าที่ที่จดข้อความพินัยกรรมตามมาตรา 1663 ให้ถือว่าเป็นผู้เขียนพินัยกรรมตามมาตรานี้"
มาตรา 1656,พินัยกรรมอาจทำเป็นหนังสือ โดยต้องลงวัน เดือน ปี และลงลายมือชื่อผู้ทำต่อหน้าพยานอย่างน้อยสองคนพร้อมกัน และพยานทั้งสองลงลายมือชื่อรับรอง หากมีการแก้ไขต้องทำตามแบบเดียวกับการทำพินัยกรรมนี้จึงจะสมบูรณ์
มาตรา 1657,พินัยกรรมอาจทำเป็นเอกสารเขียนเองทั้งฉบับ ผู้ทำต้องเขียนข้อความ วัน เดือน ปี และลายมือชื่อเองทั้งหมด การแก้ไขต้องทำด้วยมือตนเองและลงลายมือชื่อกำกับไว้ พินัยกรรมนี้ไม่อยู่ภายใต้มาตรา 9
มาตรา 1658,"พินัยกรรมอาจทำเป็นเอกสารฝ่ายเมือง โดย
(1) ผู้ทำแจ้งข้อความแก่กรมการอำเภอต่อหน้าพยานอย่างน้อยสองคน
(2) กรมการอำเภอบันทึกข้อความและอ่านให้ผู้ทำและพยานฟัง
(3) เมื่อยืนยันว่าถูกต้อง ให้ผู้ทำและพยานลงลายมือชื่อ
(4) กรมการอำเภอลงลายมือชื่อ วัน เดือน ปี และประทับตราตำแหน่งรับรอง
การแก้ไขใด ๆ ต้องมีลายมือชื่อผู้ทำ พยาน และกรมการอำเภอกำกับจึงจะสมบูรณ์"
มาตรา 1660,"พินัยกรรมอาจทำเป็นเอกสารลับได้ โดยมีขั้นตอน
(1) ผู้ทำพินัยกรรมต้องลงลายมือชื่อในพินัยกรรม
(2) ผนึกพินัยกรรมและลงลายมือชื่อคาบรอยผนึก"
